Geography Type,Geography Name,Year,Population,Households,Persons Per Household (PPH)
EDR,11 (7 County Twin Cities),1997,2515119.00,971638.00,2.54
State,Minnesota,1996,4682748.00,1786249.00,2.56
County,Aitkin,1996,13739.00,5747.00,2.39
County,Anoka,1996,278531.00,96313.00,2.89
County,Becker,1996,29247.00,11116.00,2.63
County,Beltrami,1996,36972.00,13051.00,2.83
County,Benton,1996,33707.00,12451.00,2.71
County,Big Stone,1996,5941.00,2350.00,2.53
County,Blue Earth,1996,55335.00,20188.00,2.74
County,Brown,1996,27895.00,10699.00,2.61
County,Carlton,1996,30776.00,11529.00,2.67
County,Carver,1996,59183.00,20937.00,2.83
County,Cass,1996,24107.00,9373.00,2.57
County,Chippewa,1996,13155.00,5271.00,2.5
County,Chisago,1996,37269.00,12980.00,2.87
County,Clay,1996,52895.00,18878.00,2.8
County,Clearwater,1996,8482.00,3199.00,2.65
County,Cook,1996,4313.00,1856.00,2.32
County,Cottonwood,1996,12793.00,5128.00,2.49
County,Crow Wing,1996,49560.00,19535.00,2.54
County,Dakota,1996,325079.00,117889.00,2.76
County,Dodge,1996,16926.00,6033.00,2.81
County,Douglas,1996,30927.00,12059.00,2.56
County,Faribault,1996,16614.00,6759.00,2.46
County,Fillmore,1996,20916.00,8026.00,2.61
County,Freeborn,1996,32698.00,13136.00,2.49
County,Goodhue,1996,42742.00,16276.00,2.63
County,Grant,1996,6220.00,2485.00,2.5
County,Hennepin,1996,1070709.00,438871.00,2.44
County,Houston,1996,19245.00,7231.00,2.66
County,Hubbard,1996,16440.00,6515.00,2.52
County,Isanti,1996,29110.00,10117.00,2.88
County,Itasca,1996,42763.00,16409.00,2.61
County,Jackson,1996,11757.00,4646.00,2.53
County,Kanabec,1996,13815.00,5203.00,2.66
County,Kandiyohi,1996,41502.00,15641.00,2.65
County,Kittson,1996,5535.00,2230.00,2.48
County,Koochiching,1996,15947.00,6157.00,2.59
County,Lac qui Parle,1996,8704.00,3474.00,2.51
County,Lake,1996,10558.00,4338.00,2.43
County,Lake of the Woods,1996,4430.00,1734.00,2.55
County,Le Sueur,1996,24739.00,9118.00,2.71
County,Lincoln,1996,6769.00,2700.00,2.51
County,Lyon,1996,25284.00,9573.00,2.64
County,McLeod,1996,34197.00,12812.00,2.67
County,Mahnomen,1996,5241.00,1935.00,2.71
County,Marshall,1996,10716.00,4169.00,2.57
County,Martin,1996,22872.00,9240.00,2.48
County,Meeker,1996,21509.00,8008.00,2.69
County,Mille Lacs,1996,20212.00,7576.00,2.67
County,Morrison,1996,31041.00,11129.00,2.79
County,Mower,1996,37674.00,15350.00,2.45
County,Murray,1996,9637.00,3809.00,2.53
County,Nicollet,1996,29721.00,10317.00,2.88
County,Nobles,1996,20578.00,8059.00,2.55
County,Norman,1996,7876.00,3125.00,2.52
County,Olmsted,1996,115169.00,44145.00,2.61
County,Otter Tail,1996,53552.00,20994.00,2.55
County,Pennington,1996,13586.00,5386.00,2.52
County,Pine,1996,23323.00,8590.00,2.72
County,Pipestone,1996,10468.00,4100.00,2.55
County,Polk,1996,32885.00,12308.00,2.67
County,Pope,1996,10956.00,4287.00,2.56
County,Ramsey,1996,496068.00,197500.00,2.51
County,Red Lake,1996,4455.00,1733.00,2.57
County,Redwood,1996,17325.00,6691.00,2.59
County,Renville,1996,17567.00,6829.00,2.57
County,Rice,1996,52821.00,17895.00,2.95
County,Rock,1996,9943.00,3856.00,2.58
County,Roseau,1996,16230.00,5972.00,2.72
County,St. Louis,1996,199103.00,80527.00,2.47
County,Scott,1996,71547.00,24408.00,2.93
County,Sherburne,1996,53772.00,17700.00,3.04
County,Sibley,1996,14785.00,5532.00,2.67
County,Stearns,1996,128522.00,43925.00,2.93
County,Steele,1996,32018.00,12112.00,2.64
County,Stevens,1996,10637.00,3893.00,2.73
County,Swift,1996,11142.00,4291.00,2.6
County,Todd,1996,23931.00,8947.00,2.67
County,Traverse,1996,4374.00,1785.00,2.45
County,Wabasha,1996,20581.00,7721.00,2.67
County,Wadena,1996,13397.00,5152.00,2.6
County,Waseca,1996,18274.00,6907.00,2.65
County,Washington,1996,181741.00,63103.00,2.88
County,Watonwan,1996,11750.00,4612.00,2.55
County,Wilkin,1996,7387.00,2814.00,2.63
County,Winona,1996,49223.00,17896.00,2.75
County,Wright,1996,79984.00,27224.00,2.94
County,Yellow Medicine,1996,11629.00,4664.00,2.49
EDR,01 (Northwest),1996,91283.00,34923.00,2.54
EDR,02 (Headwaters),1996,71565.00,26434.00,2.62
EDR,03 (Arrowhead),1996,317199.00,126563.00,2.44
EDR,04 (West Central),1996,206195.00,78311.00,2.54
EDR,05 (North Central),1996,142036.00,54136.00,2.58
EDR,06E (Southwest Central),1996,114775.00,43290.00,2.6
EDR,06W (Upper MN Valley),1996,50571.00,20050.00,2.43
EDR,07E (East Central),1996,123729.00,44466.00,2.72
EDR,07W (Central),1996,295985.00,101300.00,2.83
EDR,08 (Southwest),1996,124554.00,48562.00,2.5
EDR,09 (South Central),1996,221985.00,83372.00,2.55
EDR,10 (Southeast),1996,440013.00,165821.00,2.56
EDR,11 (7 County Twin Cities),1996,2482858.00,959021.00,2.54
State,Minnesota,1995,4626514.00,1761702.00,2.56
County,Aitkin,1995,13366.00,5588.00,2.39
County,Anoka,1995,272636.00,94340.00,2.89
County,Becker,1995,29163.00,11058.00,2.64
County,Beltrami,1995,36508.00,12863.00,2.84
County,Benton,1995,33362.00,12304.00,2.71
County,Big Stone,1995,6026.00,2376.00,2.54
County,Blue Earth,1995,55172.00,20085.00,2.75
County,Brown,1995,27580.00,10618.00,2.6
County,Carlton,1995,30559.00,11460.00,2.67
County,Carver,1995,57010.00,20155.00,2.83
County,Cass,1995,23801.00,9224.00,2.58
County,Chippewa,1995,13097.00,5237.00,2.5
County,Chisago,1995,36045.00,12534.00,2.88
County,Clay,1995,52540.00,18713.00,2.81
County,Clearwater,1995,8452.00,3175.00,2.66
County,Cook,1995,4166.00,1788.00,2.33
County,Cottonwood,1995,12768.00,5119.00,2.49
County,Crow Wing,1995,48437.00,19053.00,2.54
County,Dakota,1995,316272.00,114470.00,2.76
County,Dodge,1995,16680.00,5933.00,2.81
County,Douglas,1995,30424.00,11807.00,2.58
County,Faribault,1995,16661.00,6739.00,2.47
County,Fillmore,1995,20906.00,7984.00,2.62
County,Freeborn,1995,32759.00,13114.00,2.5
County,Goodhue,1995,42477.00,16113.00,2.64
County,Grant,1995,6242.00,2477.00,2.52
County,Hennepin,1995,1063631.00,435216.00,2.44
County,Houston,1995,19123.00,7152.00,2.67
County,Hubbard,1995,16225.00,6378.00,2.54
County,Isanti,1995,28664.00,9927.00,2.89
County,Itasca,1995,42446.00,16261.00,2.61
County,Jackson,1995,11717.00,4615.00,2.54
County,Kanabec,1995,13473.00,5056.00,2.66
County,Kandiyohi,1995,41167.00,15431.00,2.67
County,Kittson,1995,5572.00,2233.00,2.5
County,Koochiching,1995,15911.00,6127.00,2.6
County,Lac qui Parle,1995,8717.00,3463.00,2.52
County,Lake,1995,10473.00,4294.00,2.44
County,Lake of the Woods,1995,4363.00,1706.00,2.56
County,Le Sueur,1995,24371.00,8961.00,2.72
County,Lincoln,1995,6791.00,2701.00,2.51
County,Lyon,1995,25211.00,9473.00,2.66
County,McLeod,1995,33803.00,12694.00,2.66
County,Mahnomen,1995,5127.00,1875.00,2.73
County,Marshall,1995,10733.00,4160.00,2.58
County,Martin,1995,22840.00,9199.00,2.48
County,Meeker,1995,21352.00,7918.00,2.7
County,Mille Lacs,1995,19807.00,7396.00,2.68
County,Morrison,1995,30756.00,10956.00,2.81
County,Mower,1995,37628.00,15298.00,2.46
County,Murray,1995,9606.00,3778.00,2.54
County,Nicollet,1995,29386.00,10139.00,2.9
County,Nobles,1995,20408.00,7966.00,2.56
County,Norman,1995,7885.00,3121.00,2.53
County,Olmsted,1995,113968.00,43584.00,2.61
County,Otter Tail,1995,52847.00,20633.00,2.56
County,Pennington,1995,13391.00,5262.00,2.54
County,Pine,1995,22816.00,8365.00,2.73
County,Pipestone,1995,10433.00,4097.00,2.55
County,Polk,1995,32904.00,12285.00,2.68
County,Pope,1995,10906.00,4247.00,2.57
County,Ramsey,1995,494674.00,196412.00,2.52
County,Red Lake,1995,4481.00,1735.00,2.58
County,Redwood,1995,17293.00,6647.00,2.6
County,Renville,1995,17595.00,6818.00,2.58
County,Rice,1995,52232.00,17642.00,2.96
County,Rock,1995,9870.00,3816.00,2.59
County,Roseau,1995,16025.00,5873.00,2.73
County,St. Louis,1995,198879.00,80184.00,2.48
County,Scott,1995,69303.00,23634.00,2.93
County,Sherburne,1995,51328.00,16859.00,3.04
County,Sibley,1995,14584.00,5475.00,2.66
County,Stearns,1995,126912.00,43190.00,2.94
County,Steele,1995,31817.00,11980.00,2.66
County,Stevens,1995,10575.00,3850.00,2.75
County,Swift,1995,11081.00,4275.00,2.59
County,Todd,1995,23742.00,8837.00,2.69
County,Traverse,1995,4374.00,1779.00,2.46
County,Wabasha,1995,20428.00,7641.00,2.67
County,Wadena,1995,13294.00,5091.00,2.61
County,Waseca,1995,18031.00,6834.00,2.64
County,Washington,1995,175441.00,60800.00,2.89
County,Watonwan,1995,11764.00,4607.00,2.55
County,Wilkin,1995,7399.00,2805.00,2.64
County,Winona,1995,48987.00,17745.00,2.76
County,Wright,1995,77232.00,26237.00,2.94
County,Yellow Medicine,1995,11613.00,4642.00,2.5
EDR,01 (Northwest),1995,90991.00,34669.00,2.56
EDR,02 (Headwaters),1995,70675.00,25997.00,2.63
EDR,03 (Arrowhead),1995,315800.00,125702.00,2.45
EDR,04 (West Central),1995,204470.00,77369.00,2.54
EDR,05 (North Central),1995,140030.00,53161.00,2.58
EDR,06E (Southwest Central),1995,113917.00,42861.00,2.61
EDR,06W (Upper MN Valley),1995,50534.00,19993.00,2.44
EDR,07E (East Central),1995,120805.00,43278.00,2.73
EDR,07W (Central),1995,288834.00,98590.00,2.83
EDR,08 (Southwest),1995,124097.00,48212.00,2.5
EDR,09 (South Central),1995,220389.00,82657.00,2.56
EDR,10 (Southeast),1995,437005.00,164186.00,2.57
EDR,11 (7 County Twin Cities),1995,2448967.00,945027.00,2.54
State,Minnesota,1994,4570355.00,1735535.00,2.57
County,Aitkin,1994,12951.00,5403.00,2.4
County,Anoka,1994,266713.00,91862.00,2.9
County,Becker,1994,28830.00,10911.00,2.64
County,Beltrami,1994,36090.00,12644.00,2.85
County,Benton,1994,32743.00,12053.00,2.72
County,Big Stone,1994,6025.00,2370.00,2.54
County,Blue Earth,1994,54995.00,19978.00,2.75
County,Brown,1994,27359.00,10506.00,2.6
County,Carlton,1994,30194.00,11296.00,2.67
County,Carver,1994,55025.00,19352.00,2.84
County,Cass,1994,22996.00,8864.00,2.59
County,Chippewa,1994,13123.00,5243.00,2.5
County,Chisago,1994,34700.00,12064.00,2.88
County,Clay,1994,52148.00,18475.00,2.82
County,Clearwater,1994,8371.00,3135.00,2.67
County,Cook,1994,4088.00,1750.00,2.34
County,Cottonwood,1994,12732.00,5090.00,2.5
County,Crow Wing,1994,47299.00,18566.00,2.55
County,Dakota,1994,308002.00,110660.00,2.78
County,Dodge,1994,16511.00,5861.00,2.82
County,Douglas,1994,29971.00,11591.00,2.59
County,Faribault,1994,16655.00,6717.00,2.48
County,Fillmore,1994,20799.00,7912.00,2.63
County,Freeborn,1994,32973.00,13100.00,2.52
County,Goodhue,1994,42053.00,15917.00,2.64
County,Grant,1994,6169.00,2443.00,2.53
County,Hennepin,1994,1056673.00,431508.00,2.45
County,Houston,1994,18929.00,7069.00,2.68
County,Hubbard,1994,15705.00,6148.00,2.55
County,Isanti,1994,28037.00,9665.00,2.9
County,Itasca,1994,42047.00,16078.00,2.62
County,Jackson,1994,11637.00,4572.00,2.55
County,Kanabec,1994,13207.00,4951.00,2.67
County,Kandiyohi,1994,40512.00,15133.00,2.68
County,Kittson,1994,5601.00,2232.00,2.51
County,Koochiching,1994,15822.00,6082.00,2.6
County,Lac qui Parle,1994,8727.00,3458.00,2.52
County,Lake,1994,10398.00,4258.00,2.44
County,Lake of the Woods,1994,4288.00,1675.00,2.56
County,Le Sueur,1994,23922.00,8804.00,2.72
County,Lincoln,1994,6803.00,2704.00,2.52
County,Lyon,1994,25195.00,9394.00,2.68
County,McLeod,1994,33295.00,12477.00,2.67
County,Mahnomen,1994,5130.00,1870.00,2.74
County,Marshall,1994,10766.00,4161.00,2.59
County,Martin,1994,22842.00,9178.00,2.49
County,Meeker,1994,21125.00,7818.00,2.7
County,Mille Lacs,1994,19298.00,7184.00,2.69
County,Morrison,1994,30587.00,10868.00,2.81
County,Mower,1994,37561.00,15224.00,2.47
County,Murray,1994,9568.00,3752.00,2.55
County,Nicollet,1994,29058.00,10008.00,2.9
County,Nobles,1994,20346.00,7924.00,2.57
County,Norman,1994,7839.00,3082.00,2.54
County,Olmsted,1994,114386.00,43696.00,2.62
County,Otter Tail,1994,51823.00,20162.00,2.57
County,Pennington,1994,13327.00,5229.00,2.55
County,Pine,1994,22509.00,8181.00,2.75
County,Pipestone,1994,10413.00,4082.00,2.55
County,Polk,1994,32835.00,12218.00,2.69
County,Pope,1994,10839.00,4207.00,2.58
County,Ramsey,1994,492909.00,195038.00,2.53
County,Red Lake,1994,4466.00,1725.00,2.59
County,Redwood,1994,17270.00,6622.00,2.61
County,Renville,1994,17508.00,6759.00,2.59
County,Rice,1994,51569.00,17382.00,2.97
County,Rock,1994,9813.00,3792.00,2.59
County,Roseau,1994,15711.00,5730.00,2.74
County,St. Louis,1994,198866.00,79876.00,2.49
County,Scott,1994,66585.00,22586.00,2.95
County,Sherburne,1994,49234.00,16143.00,3.05
County,Sibley,1994,14484.00,5432.00,2.67
County,Stearns,1994,125171.00,42452.00,2.95
County,Steele,1994,31646.00,11890.00,2.66
County,Stevens,1994,10597.00,3835.00,2.76
County,Swift,1994,10885.00,4261.00,2.55
County,Todd,1994,23538.00,8733.00,2.7
County,Traverse,1994,4343.00,1754.00,2.48
County,Wabasha,1994,20292.00,7575.00,2.68
County,Wadena,1994,13207.00,5038.00,2.62
County,Waseca,1994,17894.00,6765.00,2.65
County,Washington,1994,169300.00,58373.00,2.9
County,Watonwan,1994,11612.00,4550.00,2.55
County,Wilkin,1994,7417.00,2794.00,2.65
County,Winona,1994,48788.00,17552.00,2.78
County,Wright,1994,75087.00,25438.00,2.95
County,Yellow Medicine,1994,11598.00,4625.00,2.51
EDR,01 (Northwest),1994,90545.00,34377.00,2.56
EDR,02 (Headwaters),1994,69584.00,25472.00,2.64
EDR,03 (Arrowhead),1994,314366.00,124743.00,2.46
EDR,04 (West Central),1994,202137.00,76172.00,2.55
EDR,05 (North Central),1994,137627.00,52069.00,2.59
EDR,06E (Southwest Central),1994,112440.00,42187.00,2.61
EDR,06W (Upper MN Valley),1994,50358.00,19957.00,2.44
EDR,07E (East Central),1994,117751.00,42045.00,2.73
EDR,07W (Central),1994,282235.00,96086.00,2.84
EDR,08 (Southwest),1994,123777.00,47932.00,2.51
EDR,09 (South Central),1994,218821.00,81938.00,2.56
EDR,10 (Southeast),1994,435507.00,163178.00,2.57
EDR,11 (7 County Twin Cities),1994,2415207.00,929379.00,2.55
State,Minnesota,1993,4515118.00,1710266.00,2.57
County,Aitkin,1993,12593.00,5254.00,2.4
County,Anoka,1993,261814.00,89108.00,2.94
County,Becker,1993,28383.00,10726.00,2.65
County,Beltrami,1993,35360.00,12367.00,2.86
County,Benton,1993,32306.00,11887.00,2.72
County,Big Stone,1993,6089.00,2391.00,2.55
County,Blue Earth,1993,54473.00,19767.00,2.76
County,Brown,1993,27299.00,10459.00,2.61
County,Carlton,1993,30003.00,11199.00,2.68
County,Carver,1993,52758.00,18445.00,2.86
County,Cass,1993,22562.00,8662.00,2.6
County,Chippewa,1993,13116.00,5231.00,2.51
County,Chisago,1993,33255.00,11575.00,2.87
County,Clay,1993,51261.00,18122.00,2.83
County,Clearwater,1993,8382.00,3132.00,2.68
County,Cook,1993,4015.00,1719.00,2.34
County,Cottonwood,1993,12649.00,5072.00,2.49
County,Crow Wing,1993,46512.00,18232.00,2.55
County,Dakota,1993,298679.00,107094.00,2.79
County,Dodge,1993,16275.00,5770.00,2.82
County,Douglas,1993,29544.00,11414.00,2.59
County,Faribault,1993,16685.00,6717.00,2.48
County,Fillmore,1993,20812.00,7900.00,2.63
County,Freeborn,1993,33026.00,13098.00,2.52
County,Goodhue,1993,41681.00,15759.00,2.64
County,Grant,1993,6196.00,2444.00,2.54
County,Hennepin,1993,1051426.00,428556.00,2.45
County,Houston,1993,18772.00,7008.00,2.68
County,Hubbard,1993,15517.00,6066.00,2.56
County,Isanti,1993,27567.00,9490.00,2.9
County,Itasca,1993,41565.00,15875.00,2.62
County,Jackson,1993,11569.00,4538.00,2.55
County,Kanabec,1993,13102.00,4900.00,2.67
County,Kandiyohi,1993,40044.00,14938.00,2.68
County,Kittson,1993,5626.00,2232.00,2.52
County,Koochiching,1993,15811.00,6075.00,2.6
County,Lac qui Parle,1993,8744.00,3455.00,2.53
County,Lake,1993,10363.00,4245.00,2.44
County,Lake of the Woods,1993,4223.00,1647.00,2.56
County,Le Sueur,1993,23695.00,8716.00,2.72
County,Lincoln,1993,6783.00,2692.00,2.52
County,Lyon,1993,24979.00,9296.00,2.69
County,McLeod,1993,32824.00,12242.00,2.68
County,Mahnomen,1993,5103.00,1854.00,2.75
County,Marshall,1993,10819.00,4164.00,2.6
County,Martin,1993,22832.00,9156.00,2.49
County,Meeker,1993,21056.00,7776.00,2.71
County,Mille Lacs,1993,19164.00,7131.00,2.69
County,Morrison,1993,30280.00,10717.00,2.83
County,Mower,1993,37391.00,15129.00,2.47
County,Murray,1993,9613.00,3751.00,2.56
County,Nicollet,1993,28858.00,9895.00,2.92
County,Nobles,1993,20192.00,7846.00,2.57
County,Norman,1993,7826.00,3068.00,2.55
County,Olmsted,1993,113237.00,43120.00,2.63
County,Otter Tail,1993,51309.00,19910.00,2.58
County,Pennington,1993,13243.00,5183.00,2.56
County,Pine,1993,22006.00,7920.00,2.78
County,Pipestone,1993,10380.00,4060.00,2.56
County,Polk,1993,32673.00,12119.00,2.7
County,Pope,1993,10755.00,4161.00,2.58
County,Ramsey,1993,491306.00,193468.00,2.54
County,Red Lake,1993,4454.00,1712.00,2.6
County,Redwood,1993,17250.00,6600.00,2.61
County,Renville,1993,17535.00,6737.00,2.6
County,Rice,1993,51122.00,17162.00,2.98
County,Rock,1993,9739.00,3763.00,2.59
County,Roseau,1993,15473.00,5627.00,2.75
County,St. Louis,1993,198249.00,79592.00,2.49
County,Scott,1993,64242.00,21676.00,2.96
County,Sherburne,1993,46574.00,15240.00,3.06
County,Sibley,1993,14402.00,5391.00,2.67
County,Stearns,1993,123257.00,41787.00,2.95
County,Steele,1993,31451.00,11773.00,2.67
County,Stevens,1993,10527.00,3819.00,2.76
County,Swift,1993,10650.00,4234.00,2.52
County,Todd,1993,23370.00,8653.00,2.7
County,Traverse,1993,4345.00,1742.00,2.49
County,Wabasha,1993,20093.00,7474.00,2.69
County,Wadena,1993,13137.00,4997.00,2.63
County,Waseca,1993,17777.00,6713.00,2.65
County,Washington,1993,163500.00,55761.00,2.93
County,Watonwan,1993,11592.00,4523.00,2.56
County,Wilkin,1993,7380.00,2771.00,2.66
County,Winona,1993,48396.00,17407.00,2.78
County,Wright,1993,72673.00,24587.00,2.96
County,Yellow Medicine,1993,11549.00,4582.00,2.52
EDR,01 (Northwest),1993,90114.00,34105.00,2.57
EDR,02 (Headwaters),1993,68585.00,25066.00,2.65
EDR,03 (Arrowhead),1993,312599.00,123959.00,2.46
EDR,04 (West Central),1993,199700.00,75109.00,2.56
EDR,05 (North Central),1993,135861.00,51261.00,2.6
EDR,06E (Southwest Central),1993,111459.00,41693.00,2.62
EDR,06W (Upper MN Valley),1993,50148.00,19893.00,2.45
EDR,07E (East Central),1993,115094.00,41016.00,2.73
EDR,07W (Central),1993,274810.00,93501.00,2.84
EDR,08 (Southwest),1993,123154.00,47618.00,2.52
EDR,09 (South Central),1993,217613.00,81337.00,2.57
EDR,10 (Southeast),1993,432256.00,161600.00,2.58
EDR,11 (7 County Twin Cities),1993,2383725.00,914108.00,2.56
State,Minnesota,1992,4469450.00,1688050.00,2.58
County,Aitkin,1992,12528.00,5215.00,2.4
County,Anoka,1992,255064.00,86427.00,2.95
County,Becker,1992,28189.00,10640.00,2.65
County,Beltrami,1992,35263.00,12286.00,2.87
County,Benton,1992,31736.00,11648.00,2.72
County,Big Stone,1992,6148.00,2408.00,2.55
County,Blue Earth,1992,54481.00,19598.00,2.78
County,Brown,1992,27113.00,10399.00,2.61
County,Carlton,1992,29627.00,11051.00,2.68
County,Carver,1992,50914.00,17660.00,2.88
County,Cass,1992,22312.00,8543.00,2.61
County,Chippewa,1992,13156.00,5235.00,2.51
County,Chisago,1992,32232.00,11203.00,2.88
County,Clay,1992,51006.00,17880.00,2.85
County,Clearwater,1992,8343.00,3102.00,2.69
County,Cook,1992,3931.00,1676.00,2.35
County,Cottonwood,1992,12656.00,5060.00,2.5
County,Crow Wing,1992,45772.00,17898.00,2.56
County,Dakota,1992,290443.00,103657.00,2.8
County,Dodge,1992,16083.00,5695.00,2.82
County,Douglas,1992,29058.00,11190.00,2.6
County,Faribault,1992,16774.00,6739.00,2.49
County,Fillmore,1992,20811.00,7882.00,2.64
County,Freeborn,1992,32979.00,13050.00,2.53
County,Goodhue,1992,41391.00,15606.00,2.65
County,Grant,1992,6216.00,2446.00,2.54
County,Hennepin,1992,1047206.00,425720.00,2.46
County,Houston,1992,18757.00,6984.00,2.69
County,Hubbard,1992,15330.00,5974.00,2.57
County,Isanti,1992,26992.00,9265.00,2.91
County,Itasca,1992,41299.00,15741.00,2.62
County,Jackson,1992,11610.00,4543.00,2.56
County,Kanabec,1992,13019.00,4860.00,2.68
County,Kandiyohi,1992,39552.00,14707.00,2.69
County,Kittson,1992,5679.00,2245.00,2.53
County,Koochiching,1992,15807.00,6061.00,2.61
County,Lac qui Parle,1992,8807.00,3467.00,2.54
County,Lake,1992,10353.00,4244.00,2.44
County,Lake of the Woods,1992,4171.00,1621.00,2.57
County,Le Sueur,1992,23563.00,8657.00,2.72
County,Lincoln,1992,6816.00,2696.00,2.53
County,Lyon,1992,24776.00,9139.00,2.71
County,McLeod,1992,32645.00,12143.00,2.69
County,Mahnomen,1992,5068.00,1823.00,2.78
County,Marshall,1992,10870.00,4172.00,2.61
County,Martin,1992,22812.00,9129.00,2.5
County,Meeker,1992,21030.00,7751.00,2.71
County,Mille Lacs,1992,18993.00,7063.00,2.69
County,Morrison,1992,30095.00,10620.00,2.83
County,Mower,1992,37453.00,15119.00,2.48
County,Murray,1992,9597.00,3740.00,2.57
County,Nicollet,1992,28697.00,9820.00,2.92
County,Nobles,1992,20140.00,7809.00,2.58
County,Norman,1992,7889.00,3083.00,2.56
County,Olmsted,1992,111081.00,42189.00,2.63
County,Otter Tail,1992,51137.00,19790.00,2.58
County,Pennington,1992,13252.00,5170.00,2.56
County,Pine,1992,21755.00,7789.00,2.79
County,Pipestone,1992,10440.00,4066.00,2.57
County,Polk,1992,32692.00,12095.00,2.7
County,Pope,1992,10723.00,4136.00,2.59
County,Ramsey,1992,490258.00,192434.00,2.55
County,Red Lake,1992,4485.00,1718.00,2.61
County,Redwood,1992,17272.00,6593.00,2.62
County,Renville,1992,17563.00,6758.00,2.6
County,Rice,1992,50492.00,16890.00,2.99
County,Rock,1992,9750.00,3755.00,2.6
County,Roseau,1992,15295.00,5558.00,2.75
County,St. Louis,1992,199260.00,79333.00,2.51
County,Scott,1992,61960.00,20787.00,2.98
County,Sherburne,1992,44949.00,14667.00,3.06
County,Sibley,1992,14336.00,5337.00,2.69
County,Stearns,1992,122240.00,41259.00,2.96
County,Steele,1992,31087.00,11599.00,2.68
County,Stevens,1992,10592.00,3814.00,2.78
County,Swift,1992,10616.00,4245.00,2.5
County,Todd,1992,23402.00,8650.00,2.71
County,Traverse,1992,4383.00,1751.00,2.5
County,Wabasha,1992,19990.00,7417.00,2.7
County,Wadena,1992,13144.00,4989.00,2.63
County,Waseca,1992,17990.00,6701.00,2.68
County,Washington,1992,156276.00,52999.00,2.95
County,Watonwan,1992,11643.00,4534.00,2.57
County,Wilkin,1992,7449.00,2787.00,2.67
County,Winona,1992,48113.00,17259.00,2.79
County,Wright,1992,70984.00,24004.00,2.96
County,Yellow Medicine,1992,11589.00,4587.00,2.53
EDR,01 (Northwest),1992,90162.00,34041.00,2.58
EDR,02 (Headwaters),1992,68175.00,24806.00,2.66
EDR,03 (Arrowhead),1992,312805.00,123321.00,2.46
EDR,04 (West Central),1992,198753.00,74434.00,2.56
EDR,05 (North Central),1992,134725.00,50700.00,2.6
EDR,06E (Southwest Central),1992,110790.00,41359.00,2.63
EDR,06W (Upper MN Valley),1992,50316.00,19942.00,2.46
EDR,07E (East Central),1992,112991.00,40180.00,2.74
EDR,07W (Central),1992,269909.00,91578.00,2.84
EDR,08 (Southwest),1992,123057.00,47401.00,2.52
EDR,09 (South Central),1992,217409.00,80914.00,2.57
EDR,10 (Southeast),1992,428237.00,159690.00,2.58
EDR,11 (7 County Twin Cities),1992,2352121.00,899684.00,2.56
State,Minnesota,1991,4416292.00,1668494.00,2.58
County,Aitkin,1991,12405.00,5167.00,2.4
County,Anoka,1991,248677.00,84458.00,2.94
County,Becker,1991,27920.00,10542.00,2.65
County,Beltrami,1991,34703.00,12085.00,2.87
County,Benton,1991,31071.00,11391.00,2.73
County,Big Stone,1991,6226.00,2440.00,2.55
County,Blue Earth,1991,54194.00,19439.00,2.79
County,Brown,1991,26999.00,10355.00,2.61
County,Carlton,1991,29230.00,10913.00,2.68
County,Carver,1991,49312.00,17161.00,2.87
County,Cass,1991,21903.00,8392.00,2.61
County,Chippewa,1991,13162.00,5229.00,2.52
County,Chisago,1991,31363.00,10900.00,2.88
County,Clay,1991,50548.00,17644.00,2.86
County,Clearwater,1991,8276.00,3070.00,2.7
County,Cook,1991,3880.00,1653.00,2.35
County,Cottonwood,1991,12634.00,5043.00,2.51
County,Crow Wing,1991,44964.00,17558.00,2.56
County,Dakota,1991,282632.00,101051.00,2.8
County,Dodge,1991,15884.00,5612.00,2.83
County,Douglas,1991,28849.00,11096.00,2.6
County,Faribault,1991,16857.00,6767.00,2.49
County,Fillmore,1991,20846.00,7879.00,2.65
County,Freeborn,1991,33030.00,13053.00,2.53
County,Goodhue,1991,40929.00,15398.00,2.66
County,Grant,1991,6229.00,2449.00,2.54
County,Hennepin,1991,1039099.00,422649.00,2.46
County,Houston,1991,18567.00,6902.00,2.69
County,Hubbard,1991,15056.00,5859.00,2.57
County,Isanti,1991,26516.00,9090.00,2.92
County,Itasca,1991,40864.00,15586.00,2.62
County,Jackson,1991,11583.00,4534.00,2.55
County,Kanabec,1991,12881.00,4803.00,2.68
County,Kandiyohi,1991,38973.00,14441.00,2.7
County,Kittson,1991,5712.00,2259.00,2.53
County,Koochiching,1991,15808.00,6055.00,2.61
County,Lac qui Parle,1991,8865.00,3482.00,2.55
County,Lake,1991,10370.00,4242.00,2.44
County,Lake of the Woods,1991,4093.00,1590.00,2.57
County,Le Sueur,1991,23346.00,8561.00,2.73
County,Lincoln,1991,6848.00,2700.00,2.54
County,Lyon,1991,24774.00,9097.00,2.72
County,McLeod,1991,32155.00,11928.00,2.7
County,Mahnomen,1991,5022.00,1809.00,2.78
County,Marshall,1991,10916.00,4185.00,2.61
County,Martin,1991,22870.00,9139.00,2.5
County,Meeker,1991,20891.00,7692.00,2.72
County,Mille Lacs,1991,18786.00,6994.00,2.69
County,Morrison,1991,29785.00,10511.00,2.83
County,Mower,1991,37340.00,15053.00,2.48
County,Murray,1991,9602.00,3741.00,2.57
