Geography Type,Geography Name,Year,Population,Households,Persons Per Household (PPH)
EDR,08 (Southwest),2008,116226.00,48077.00,2.34
EDR,09 (South Central),2008,227855.00,91150.00,2.38
EDR,10 (Southeast),2008,488933.00,192800.00,2.44
EDR,11 (7 County Twin Cities),2008,2870250.00,1129966.00,2.49
State,Minnesota,2007,5263493.00,2080842.00,2.46
County,Aitkin,2007,16067.00,7203.00,2.2
County,Anoka,2007,331246.00,119973.00,2.73
County,Becker,2007,32183.00,13107.00,2.42
County,Beltrami,2007,43320.00,16193.00,2.56
County,Benton,2007,39308.00,15489.00,2.49
County,Big Stone,2007,5473.00,2259.00,2.32
County,Blue Earth,2007,59723.00,23699.00,2.35
County,Brown,2007,26344.00,10863.00,2.33
County,Carlton,2007,33990.00,13435.00,2.42
County,Carver,2007,88384.00,31729.00,2.75
County,Cass,2007,28743.00,11990.00,2.37
County,Chippewa,2007,12645.00,5383.00,2.3
County,Chisago,2007,50433.00,17856.00,2.74
County,Clay,2007,55441.00,21234.00,2.42
County,Clearwater,2007,8314.00,3419.00,2.38
County,Cook,2007,5356.00,2528.00,2.09
County,Cottonwood,2007,11584.00,4869.00,2.31
County,Crow Wing,2007,61390.00,25563.00,2.37
County,Dakota,2007,398177.00,150295.00,2.63
County,Dodge,2007,19787.00,7403.00,2.65
County,Douglas,2007,35827.00,15274.00,2.3
County,Faribault,2007,15128.00,6451.00,2.28
County,Fillmore,2007,21086.00,8549.00,2.41
County,Freeborn,2007,31492.00,13444.00,2.3
County,Goodhue,2007,46092.00,18298.00,2.46
County,Grant,2007,6020.00,2517.00,2.33
County,Hennepin,2007,1157283.00,482265.00,2.34
County,Houston,2007,19779.00,7938.00,2.45
County,Hubbard,2007,18891.00,7924.00,2.36
County,Isanti,2007,38881.00,14416.00,2.67
County,Itasca,2007,44278.00,18774.00,2.33
County,Jackson,2007,11015.00,4627.00,2.32
County,Kanabec,2007,16384.00,6491.00,2.51
County,Kandiyohi,2007,41763.00,16826.00,2.44
County,Kittson,2007,4678.00,1999.00,2.28
County,Koochiching,2007,13506.00,6026.00,2.2
County,Lac qui Parle,2007,7414.00,3186.00,2.27
County,Lake,2007,11119.00,4816.00,2.24
County,Lake of the Woods,2007,4279.00,1892.00,2.23
County,Le Sueur,2007,27840.00,10991.00,2.51
County,Lincoln,2007,5943.00,2581.00,2.23
County,Lyon,2007,24940.00,9933.00,2.39
County,McLeod,2007,37130.00,14784.00,2.48
County,Mahnomen,2007,5074.00,2002.00,2.5
County,Marshall,2007,9781.00,4153.00,2.33
County,Martin,2007,20731.00,9004.00,2.25
County,Meeker,2007,23371.00,9185.00,2.49
County,Mille Lacs,2007,26171.00,10405.00,2.47
County,Morrison,2007,32947.00,12912.00,2.51
County,Mower,2007,38423.00,16014.00,2.35
County,Murray,2007,8657.00,3711.00,2.3
County,Nicollet,2007,32042.00,11948.00,2.45
County,Nobles,2007,20399.00,7949.00,2.51
County,Norman,2007,6822.00,2891.00,2.29
County,Olmsted,2007,139418.00,55612.00,2.45
County,Otter Tail,2007,58437.00,23953.00,2.39
County,Pennington,2007,13708.00,5786.00,2.3
County,Pine,2007,28229.00,11073.00,2.43
County,Pipestone,2007,9342.00,4027.00,2.27
County,Polk,2007,31023.00,12500.00,2.37
County,Pope,2007,11110.00,4697.00,2.3
County,Ramsey,2007,517074.00,207678.00,2.4
County,Red Lake,2007,4122.00,1755.00,2.27
County,Redwood,2007,15851.00,6564.00,2.34
County,Renville,2007,16466.00,6827.00,2.36
County,Rice,2007,63034.00,21831.00,2.57
County,Rock,2007,9474.00,3918.00,2.36
County,Roseau,2007,16177.00,6404.00,2.49
County,St. Louis,2007,196108.00,84311.00,2.21
County,Scott,2007,123735.00,43963.00,2.79
County,Sherburne,2007,86308.00,29543.00,2.85
County,Sibley,2007,15288.00,5973.00,2.51
County,Stearns,2007,145877.00,54642.00,2.54
County,Steele,2007,36485.00,14349.00,2.5
County,Stevens,2007,9742.00,3873.00,2.29
County,Swift,2007,11370.00,4304.00,2.31
County,Todd,2007,24347.00,9728.00,2.47
County,Traverse,2007,3793.00,1635.00,2.25
County,Wabasha,2007,22398.00,8898.00,2.48
County,Wadena,2007,13573.00,5618.00,2.34
County,Waseca,2007,19517.00,7281.00,2.48
County,Washington,2007,233104.00,85632.00,2.68
County,Watonwan,2007,11418.00,4594.00,2.45
County,Wilkin,2007,6709.00,2716.00,2.41
County,Winona,2007,49954.00,19332.00,2.36
County,Wright,2007,116780.00,42836.00,2.71
County,Yellow Medicine,2007,10428.00,4323.00,2.33
EDR,01 (Northwest),2007,86311.00,35488.00,2.36
EDR,02 (Headwaters),2007,79878.00,31430.00,2.47
EDR,03 (Arrowhead),2007,320424.00,137093.00,2.25
EDR,04 (West Central),2007,219262.00,89006.00,2.37
EDR,05 (North Central),2007,161000.00,65811.00,2.41
EDR,06E (Southwest Central),2007,118730.00,47622.00,2.45
EDR,06W (Upper MN Valley),2007,47330.00,19455.00,2.31
EDR,07E (East Central),2007,160098.00,60241.00,2.59
EDR,07W (Central),2007,388273.00,142510.00,2.65
EDR,08 (Southwest),2007,117205.00,48179.00,2.36
EDR,09 (South Central),2007,228031.00,90804.00,2.39
EDR,10 (Southeast),2007,487948.00,191668.00,2.45
EDR,11 (7 County Twin Cities),2007,2849003.00,1121535.00,2.49
State,Minnesota,2006,5231106.00,2061551.00,2.47
County,Aitkin,2006,16198.00,7215.00,2.21
County,Anoka,2006,328614.00,119138.00,2.72
County,Becker,2006,32256.00,13081.00,2.42
County,Beltrami,2006,43094.00,16000.00,2.57
County,Benton,2006,38774.00,15196.00,2.5
County,Big Stone,2006,5504.00,2285.00,2.33
County,Blue Earth,2006,58977.00,23308.00,2.36
County,Brown,2006,26424.00,10828.00,2.34
County,Carlton,2006,34220.00,13377.00,2.43
County,Carver,2006,86236.00,30968.00,2.75
County,Cass,2006,28949.00,11985.00,2.38
County,Chippewa,2006,12776.00,5402.00,2.31
County,Chisago,2006,50278.00,17748.00,2.74
County,Clay,2006,54892.00,20820.00,2.43
County,Clearwater,2006,8453.00,3441.00,2.4
County,Cook,2006,5369.00,2515.00,2.11
County,Cottonwood,2006,11750.00,4886.00,2.32
County,Crow Wing,2006,61038.00,25271.00,2.37
County,Dakota,2006,391613.00,147824.00,2.62
County,Dodge,2006,19769.00,7353.00,2.66
County,Douglas,2006,35477.00,15022.00,2.31
County,Faribault,2006,15309.00,6493.00,2.29
County,Fillmore,2006,21241.00,8556.00,2.42
County,Freeborn,2006,31683.00,13444.00,2.31
County,Goodhue,2006,46086.00,18203.00,2.46
County,Grant,2006,6067.00,2513.00,2.34
County,Hennepin,2006,1152508.00,479483.00,2.34
County,Houston,2006,19869.00,7925.00,2.46
County,Hubbard,2006,18925.00,7882.00,2.37
County,Isanti,2006,38436.00,14158.00,2.68
County,Itasca,2006,44347.00,18620.00,2.34
County,Jackson,2006,11132.00,4636.00,2.33
County,Kanabec,2006,16279.00,6417.00,2.51
County,Kandiyohi,2006,41689.00,16729.00,2.45
County,Kittson,2006,4723.00,2006.00,2.29
County,Koochiching,2006,13619.00,6004.00,2.22
County,Lac qui Parle,2006,7499.00,3192.00,2.28
County,Lake,2006,11100.00,4787.00,2.25
County,Lake of the Woods,2006,4360.00,1908.00,2.25
County,Le Sueur,2006,27896.00,10947.00,2.52
County,Lincoln,2006,6022.00,2586.00,2.25
County,Lyon,2006,24999.00,9895.00,2.4
County,McLeod,2006,37042.00,14673.00,2.49
County,Mahnomen,2006,5068.00,1997.00,2.5
County,Marshall,2006,9955.00,4170.00,2.36
County,Martin,2006,20864.00,9007.00,2.26
County,Meeker,2006,23418.00,9130.00,2.5
County,Mille Lacs,2006,26057.00,10308.00,2.48
County,Morrison,2006,32997.00,12817.00,2.52
County,Mower,2006,38853.00,16060.00,2.36
County,Murray,2006,8777.00,3717.00,2.31
County,Nicollet,2006,31934.00,11846.00,2.45
County,Nobles,2006,20495.00,7945.00,2.52
County,Norman,2006,6936.00,2901.00,2.31
County,Olmsted,2006,138221.00,54850.00,2.46
County,Otter Tail,2006,58552.00,23843.00,2.4
County,Pennington,2006,13668.00,5741.00,2.3
County,Pine,2006,28355.00,11031.00,2.45
County,Pipestone,2006,9435.00,4030.00,2.28
County,Polk,2006,31115.00,12484.00,2.38
County,Pope,2006,11211.00,4696.00,2.32
County,Ramsey,2006,515059.00,206149.00,2.4
County,Red Lake,2006,4195.00,1759.00,2.29
County,Redwood,2006,16005.00,6558.00,2.36
County,Renville,2006,16613.00,6830.00,2.37
County,Rice,2006,62323.00,21483.00,2.57
County,Rock,2006,9540.00,3907.00,2.38
County,Roseau,2006,16361.00,6421.00,2.51
County,St. Louis,2006,196324.00,83896.00,2.22
County,Scott,2006,119646.00,42512.00,2.78
County,Sherburne,2006,85025.00,29004.00,2.86
County,Sibley,2006,15309.00,5932.00,2.52
County,Stearns,2006,144443.00,53846.00,2.55
County,Steele,2006,36163.00,14163.00,2.51
County,Stevens,2006,9736.00,3832.00,2.31
County,Swift,2006,11481.00,4301.00,2.32
County,Todd,2006,24469.00,9709.00,2.48
County,Traverse,2006,3792.00,1635.00,2.25
County,Wabasha,2006,22445.00,8860.00,2.49
County,Wadena,2006,13615.00,5591.00,2.35
County,Waseca,2006,19605.00,7278.00,2.49
County,Washington,2006,228103.00,83762.00,2.67
County,Watonwan,2006,11480.00,4589.00,2.46
County,Wilkin,2006,6757.00,2721.00,2.42
County,Winona,2006,49903.00,19270.00,2.36
County,Wright,2006,114806.00,41923.00,2.71
County,Yellow Medicine,2006,10505.00,4327.00,2.35
EDR,01 (Northwest),2006,86953.00,35482.00,2.38
EDR,02 (Headwaters),2006,79900.00,31228.00,2.48
EDR,03 (Arrowhead),2006,321177.00,136414.00,2.26
EDR,04 (West Central),2006,218740.00,88163.00,2.39
EDR,05 (North Central),2006,161068.00,65373.00,2.42
EDR,06E (Southwest Central),2006,118762.00,47362.00,2.46
EDR,06W (Upper MN Valley),2006,47765.00,19507.00,2.32
EDR,07E (East Central),2006,159405.00,59662.00,2.61
EDR,07W (Central),2006,383048.00,139969.00,2.66
EDR,08 (Southwest),2006,118155.00,48160.00,2.38
EDR,09 (South Central),2006,227798.00,90228.00,2.4
EDR,10 (Southeast),2006,486556.00,190167.00,2.46
EDR,11 (7 County Twin Cities),2006,2821779.00,1109836.00,2.49
State,Minnesota,2005,5205091.00,2039706.00,2.48
County,Aitkin,2005,16216.00,7192.00,2.22
County,Anoka,2005,326393.00,117409.00,2.74
County,Becker,2005,31872.00,12871.00,2.44
County,Beltrami,2005,42698.00,15742.00,2.58
County,Benton,2005,38532.00,15009.00,2.51
County,Big Stone,2005,5495.00,2277.00,2.33
County,Blue Earth,2005,58494.00,22932.00,2.37
County,Brown,2005,26555.00,10793.00,2.35
County,Carlton,2005,34096.00,13208.00,2.44
County,Carver,2005,85204.00,30475.00,2.76
County,Cass,2005,28843.00,11868.00,2.4
County,Chippewa,2005,12781.00,5379.00,2.32
County,Chisago,2005,49417.00,17370.00,2.75
County,Clay,2005,53946.00,20276.00,2.45
County,Clearwater,2005,8477.00,3422.00,2.42
County,Cook,2005,5368.00,2498.00,2.12
County,Cottonwood,2005,11842.00,4903.00,2.33
County,Crow Wing,2005,60194.00,24793.00,2.38
County,Dakota,2005,391558.00,146605.00,2.65
County,Dodge,2005,19596.00,7255.00,2.67
County,Douglas,2005,35125.00,14766.00,2.33
County,Faribault,2005,15486.00,6540.00,2.3
County,Fillmore,2005,21347.00,8570.00,2.43
County,Freeborn,2005,31904.00,13457.00,2.32
County,Goodhue,2005,46000.00,18073.00,2.48
County,Grant,2005,6098.00,2516.00,2.35
County,Hennepin,2005,1150912.00,476941.00,2.35
County,Houston,2005,19942.00,7912.00,2.47
County,Hubbard,2005,18873.00,7831.00,2.38
County,Isanti,2005,37699.00,13861.00,2.68
County,Itasca,2005,44285.00,18479.00,2.36
County,Jackson,2005,11175.00,4626.00,2.35
County,Kanabec,2005,16213.00,6349.00,2.53
County,Kandiyohi,2005,41487.00,16452.00,2.46
County,Kittson,2005,4785.00,2033.00,2.29
County,Koochiching,2005,13773.00,6000.00,2.25
County,Lac qui Parle,2005,7623.00,3227.00,2.3
County,Lake,2005,11189.00,4800.00,2.27
County,Lake of the Woods,2005,4427.00,1920.00,2.27
County,Le Sueur,2005,27786.00,10832.00,2.53
County,Lincoln,2005,6065.00,2585.00,2.26
County,Lyon,2005,24948.00,9831.00,2.41
County,McLeod,2005,36642.00,14443.00,2.5
County,Mahnomen,2005,5113.00,2003.00,2.51
County,Marshall,2005,9942.00,4136.00,2.37
County,Martin,2005,20982.00,9013.00,2.27
County,Meeker,2005,23416.00,9082.00,2.52
County,Mille Lacs,2005,25598.00,10087.00,2.49
County,Morrison,2005,32866.00,12649.00,2.54
County,Mower,2005,38965.00,16048.00,2.37
County,Murray,2005,8857.00,3721.00,2.33
County,Nicollet,2005,31449.00,11621.00,2.47
County,Nobles,2005,20553.00,7930.00,2.53
County,Norman,2005,7059.00,2933.00,2.33
County,Olmsted,2005,136526.00,53847.00,2.47
County,Otter Tail,2005,58665.00,23765.00,2.41
County,Pennington,2005,13624.00,5692.00,2.31
County,Pine,2005,28453.00,10967.00,2.46
County,Pipestone,2005,9497.00,4027.00,2.3
County,Polk,2005,31021.00,12378.00,2.4
County,Pope,2005,11249.00,4682.00,2.33
County,Ramsey,2005,515258.00,205546.00,2.41
County,Red Lake,2005,4317.00,1793.00,2.31
County,Redwood,2005,16096.00,6555.00,2.37
County,Renville,2005,16771.00,6858.00,2.39
County,Rice,2005,61547.00,21069.00,2.59
County,Rock,2005,9541.00,3883.00,2.39
County,Roseau,2005,16484.00,6426.00,2.52
County,St. Louis,2005,198102.00,83545.00,2.25
County,Scott,2005,115997.00,41250.00,2.78
County,Sherburne,2005,82246.00,27978.00,2.86
County,Sibley,2005,15384.00,5927.00,2.54
County,Stearns,2005,142684.00,52827.00,2.56
County,Steele,2005,35662.00,13913.00,2.52
County,Stevens,2005,9816.00,3791.00,2.33
County,Swift,2005,11429.00,4293.00,2.33
County,Todd,2005,24614.00,9706.00,2.5
County,Traverse,2005,3817.00,1636.00,2.26
County,Wabasha,2005,22366.00,8782.00,2.5
County,Wadena,2005,13668.00,5572.00,2.37
County,Waseca,2005,19551.00,7226.00,2.5
County,Washington,2005,224857.00,81645.00,2.71
County,Watonwan,2005,11528.00,4591.00,2.47
County,Wilkin,2005,6811.00,2719.00,2.45
County,Winona,2005,49930.00,19167.00,2.38
County,Wright,2005,110836.00,39772.00,2.76
County,Yellow Medicine,2005,10583.00,4334.00,2.36
EDR,01 (Northwest),2005,87232.00,35391.00,2.39
EDR,02 (Headwaters),2005,79588.00,30918.00,2.49
EDR,03 (Arrowhead),2005,323029.00,135722.00,2.29
EDR,04 (West Central),2005,217399.00,87022.00,2.4
EDR,05 (North Central),2005,160185.00,64588.00,2.44
EDR,06E (Southwest Central),2005,118316.00,46835.00,2.48
EDR,06W (Upper MN Valley),2005,47911.00,19510.00,2.33
EDR,07E (East Central),2005,157380.00,58634.00,2.62
EDR,07W (Central),2005,374298.00,135586.00,2.68
EDR,08 (Southwest),2005,118574.00,48061.00,2.39
EDR,09 (South Central),2005,227215.00,89475.00,2.42
EDR,10 (Southeast),2005,483785.00,188093.00,2.47
EDR,11 (7 County Twin Cities),2005,2810179.00,1099871.00,2.5
State,Minnesota,2004,5145106.00,2007587.00,2.49
County,Aitkin,2004,16085.00,7098.00,2.23
County,Anoka,2004,316830.00,114745.00,2.73
County,Becker,2004,31813.00,12773.00,2.45
County,Beltrami,2004,42271.00,15436.00,2.6
County,Benton,2004,38018.00,14744.00,2.52
County,Big Stone,2004,5603.00,2317.00,2.34
County,Blue Earth,2004,58118.00,22445.00,2.4
County,Brown,2004,26905.00,10761.00,2.36
County,Carlton,2004,33748.00,12994.00,2.46
County,Carver,2004,81618.00,29528.00,2.72
County,Cass,2004,28453.00,11648.00,2.4
County,Chippewa,2004,12694.00,5321.00,2.33
County,Chisago,2004,48424.00,16969.00,2.76
County,Clay,2004,52994.00,19760.00,2.46
County,Clearwater,2004,8456.00,3389.00,2.43
County,Cook,2004,5316.00,2459.00,2.13
County,Cottonwood,2004,11935.00,4924.00,2.34
County,Crow Wing,2004,59395.00,24356.00,2.39
County,Dakota,2004,383076.00,143484.00,2.64
County,Dodge,2004,19355.00,7137.00,2.68
County,Douglas,2004,34590.00,14444.00,2.35
County,Faribault,2004,15618.00,6569.00,2.31
County,Fillmore,2004,21359.00,8524.00,2.44
County,Freeborn,2004,31997.00,13442.00,2.33
County,Goodhue,2004,45679.00,17900.00,2.48
County,Grant,2004,6182.00,2542.00,2.35
County,Hennepin,2004,1144037.00,469801.00,2.37
County,Houston,2004,19945.00,7876.00,2.48
County,Hubbard,2004,18856.00,7787.00,2.39
County,Isanti,2004,36512.00,13347.00,2.7
County,Itasca,2004,44242.00,18308.00,2.38
County,Jackson,2004,11214.00,4621.00,2.36
County,Kanabec,2004,16054.00,6253.00,2.54
County,Kandiyohi,2004,41398.00,16344.00,2.47
County,Kittson,2004,4856.00,2051.00,2.3
County,Koochiching,2004,13832.00,5998.00,2.26
County,Lac qui Parle,2004,7754.00,3265.00,2.31
County,Lake,2004,11229.00,4791.00,2.28
County,Lake of the Woods,2004,4411.00,1909.00,2.28
County,Le Sueur,2004,27454.00,10617.00,2.55
County,Lincoln,2004,6179.00,2613.00,2.28
County,Lyon,2004,25038.00,9837.00,2.43
County,McLeod,2004,36198.00,14194.00,2.51
County,Mahnomen,2004,5079.00,1975.00,2.53
County,Marshall,2004,9996.00,4128.00,2.39
County,Martin,2004,21077.00,9009.00,2.29
County,Meeker,2004,23267.00,8989.00,2.53
County,Mille Lacs,2004,25018.00,9813.00,2.5
County,Morrison,2004,32822.00,12538.00,2.56
County,Mower,2004,38984.00,15996.00,2.38
County,Murray,2004,8992.00,3752.00,2.35
County,Nicollet,2004,31147.00,11448.00,2.49
County,Nobles,2004,20543.00,7909.00,2.54
County,Norman,2004,7128.00,2944.00,2.34
County,Olmsted,2004,134282.00,52739.00,2.48
County,Otter Tail,2004,58658.00,23642.00,2.42
County,Pennington,2004,13559.00,5644.00,2.32
County,Pine,2004,28071.00,10738.00,2.48
County,Pipestone,2004,9589.00,4040.00,2.31
County,Polk,2004,31092.00,12287.00,2.41
County,Pope,2004,11221.00,4643.00,2.35
County,Ramsey,2004,515411.00,204123.00,2.43
County,Red Lake,2004,4298.00,1769.00,2.33
County,Redwood,2004,16245.00,6587.00,2.38
County,Renville,2004,16838.00,6845.00,2.4
County,Rice,2004,60576.00,20612.00,2.6
County,Rock,2004,9590.00,3879.00,2.41
County,Roseau,2004,16303.00,6318.00,2.54
County,St. Louis,2004,198262.00,83115.00,2.27
County,Scott,2004,112623.00,40021.00,2.78
County,Sherburne,2004,79030.00,26776.00,2.88
County,Sibley,2004,15320.00,5873.00,2.55
County,Stearns,2004,140841.00,51702.00,2.58
County,Steele,2004,35166.00,13657.00,2.53
County,Stevens,2004,9874.00,3774.00,2.35
County,Swift,2004,11599.00,4276.00,2.34
County,Todd,2004,24657.00,9661.00,2.52
County,Traverse,2004,3866.00,1646.00,2.28
County,Wabasha,2004,22232.00,8681.00,2.51
County,Wadena,2004,13600.00,5513.00,2.38
County,Waseca,2004,19450.00,7172.00,2.51
County,Washington,2004,217435.00,79321.00,2.69
County,Watonwan,2004,11570.00,4593.00,2.48
County,Wilkin,2004,6837.00,2710.00,2.46
County,Winona,2004,49827.00,19038.00,2.39
County,Wright,2004,106734.00,38040.00,2.78
County,Yellow Medicine,2004,10656.00,4330.00,2.37
EDR,01 (Northwest),2004,87232.00,35141.00,2.41
EDR,02 (Headwaters),2004,79073.00,30496.00,2.51
EDR,03 (Arrowhead),2004,322714.00,134763.00,2.3
EDR,04 (West Central),2004,216035.00,85934.00,2.42
EDR,05 (North Central),2004,158927.00,63716.00,2.45
EDR,06E (Southwest Central),2004,117701.00,46372.00,2.49
EDR,06W (Upper MN Valley),2004,48306.00,19509.00,2.34
EDR,07E (East Central),2004,154079.00,57120.00,2.63
EDR,07W (Central),2004,364623.00,131262.00,2.69
EDR,08 (Southwest),2004,119325.00,48162.00,2.4
EDR,09 (South Central),2004,226659.00,88487.00,2.43
EDR,10 (Southeast),2004,479402.00,185602.00,2.48
EDR,11 (7 County Twin Cities),2004,2771030.00,1081023.00,2.51
State,Minnesota,2003,5088006.00,1980014.00,2.5
County,Aitkin,2003,15810.00,6966.00,2.24
County,Anoka,2003,313197.00,112627.00,2.75
County,Becker,2003,31159.00,12481.00,2.45
County,Beltrami,2003,41607.00,15179.00,2.6
County,Benton,2003,36970.00,14311.00,2.52
County,Big Stone,2003,5648.00,2335.00,2.34
County,Blue Earth,2003,57435.00,22039.00,2.41
County,Brown,2003,26832.00,10643.00,2.38
County,Carlton,2003,33154.00,12768.00,2.46
County,Carver,2003,78444.00,28096.00,2.75
County,Cass,2003,28191.00,11482.00,2.41
County,Chippewa,2003,12827.00,5350.00,2.34
County,Chisago,2003,46472.00,16270.00,2.76
County,Clay,2003,51934.00,19263.00,2.48
County,Clearwater,2003,8390.00,3366.00,2.43
County,Cook,2003,5280.00,2428.00,2.15
County,Cottonwood,2003,11999.00,4929.00,2.35
County,Crow Wing,2003,58391.00,23851.00,2.4
County,Dakota,2003,375642.00,139966.00,2.66
County,Dodge,2003,19015.00,6983.00,2.69
County,Douglas,2003,34112.00,14137.00,2.36
County,Faribault,2003,15723.00,6592.00,2.31
County,Fillmore,2003,21294.00,8446.00,2.46
County,Freeborn,2003,32035.00,13418.00,2.34
County,Goodhue,2003,45183.00,17648.00,2.49
County,Grant,2003,6241.00,2555.00,2.36
County,Hennepin,2003,1139837.00,467760.00,2.37
County,Houston,2003,19965.00,7840.00,2.5
County,Hubbard,2003,18635.00,7656.00,2.41
County,Isanti,2003,35321.00,12867.00,2.7
County,Itasca,2003,44198.00,18247.00,2.38
County,Jackson,2003,11168.00,4590.00,2.36
County,Kanabec,2003,15831.00,6134.00,2.56
County,Kandiyohi,2003,41288.00,16227.00,2.48
County,Kittson,2003,4958.00,2082.00,2.32
County,Koochiching,2003,13986.00,5998.00,2.28
County,Lac qui Parle,2003,7879.00,3293.00,2.33
County,Lake,2003,11160.00,4741.00,2.29
County,Lake of the Woods,2003,4387.00,1890.00,2.29
County,Le Sueur,2003,26664.00,10245.00,2.57
County,Lincoln,2003,6171.00,2598.00,2.29
County,Lyon,2003,25000.00,9786.00,2.44
County,McLeod,2003,35872.00,14003.00,2.52
County,Mahnomen,2003,5108.00,1974.00,2.55
County,Marshall,2003,9979.00,4116.00,2.39
County,Martin,2003,21228.00,9019.00,2.3
County,Meeker,2003,23182.00,8903.00,2.54
County,Mille Lacs,2003,24254.00,9493.00,2.5
County,Morrison,2003,32618.00,12410.00,2.58
County,Mower,2003,38909.00,15912.00,2.39
County,Murray,2003,8995.00,3725.00,2.37
County,Nicollet,2003,30881.00,11283.00,2.5
County,Nobles,2003,20646.00,7930.00,2.55
County,Norman,2003,7223.00,2962.00,2.36
County,Olmsted,2003,132013.00,51665.00,2.49
County,Otter Tail,2003,58785.00,23563.00,2.43
County,Pennington,2003,13654.00,5633.00,2.34
County,Pine,2003,27734.00,10576.00,2.48
County,Pipestone,2003,9675.00,4052.00,2.33
County,Polk,2003,31025.00,12168.00,2.42
County,Pope,2003,11246.00,4624.00,2.36
County,Ramsey,2003,515274.00,204059.00,2.44
County,Red Lake,2003,4317.00,1763.00,2.35
County,Redwood,2003,16317.00,6589.00,2.39
County,Renville,2003,16864.00,6778.00,2.43
County,Rice,2003,59749.00,20211.00,2.61
County,Rock,2003,9651.00,3883.00,2.42
County,Roseau,2003,16323.00,6283.00,2.56
County,St. Louis,2003,198721.00,82892.00,2.28
County,Scott,2003,105196.00,37489.00,2.77
County,Sherburne,2003,74763.00,25272.00,2.88
County,Sibley,2003,15366.00,5867.00,2.56
County,Stearns,2003,137777.00,50286.00,2.58
County,Steele,2003,34691.00,13429.00,2.54
County,Stevens,2003,9957.00,3757.00,2.36
County,Swift,2003,11698.00,4299.00,2.35
County,Todd,2003,24315.00,9481.00,2.53
County,Traverse,2003,3912.00,1656.00,2.3
County,Wabasha,2003,22108.00,8597.00,2.52
County,Wadena,2003,13619.00,5490.00,2.39
County,Waseca,2003,19451.00,7149.00,2.52
County,Washington,2003,213395.00,77456.00,2.71
County,Watonwan,2003,11683.00,4617.00,2.49
County,Wilkin,2003,6951.00,2740.00,2.48
County,Winona,2003,49674.00,18948.00,2.41
County,Wright,2003,103010.00,36577.00,2.79
County,Yellow Medicine,2003,10764.00,4352.00,2.38
EDR,01 (Northwest),2003,87479.00,35007.00,2.42
EDR,02 (Headwaters),2003,78127.00,30065.00,2.51
EDR,03 (Arrowhead),2003,322309.00,134040.00,2.31
EDR,04 (West Central),2003,214297.00,84776.00,2.43
EDR,05 (North Central),2003,157134.00,62714.00,2.46
EDR,06E (Southwest Central),2003,117206.00,45911.00,2.5
EDR,06W (Upper MN Valley),2003,48816.00,19629.00,2.35
EDR,07E (East Central),2003,149612.00,55340.00,2.63
EDR,07W (Central),2003,352520.00,126446.00,2.7
EDR,08 (Southwest),2003,119622.00,48082.00,2.41
EDR,09 (South Central),2003,225263.00,87454.00,2.44
EDR,10 (Southeast),2003,474636.00,183097.00,2.49
EDR,11 (7 County Twin Cities),2003,2740985.00,1067453.00,2.51
State,Minnesota,2002,5033661.00,1953636.00,2.51
County,Aitkin,2002,15495.00,6797.00,2.25
County,Anoka,2002,308171.00,110733.00,2.75
County,Becker,2002,30646.00,12205.00,2.47
County,Beltrami,2002,40959.00,14840.00,2.61
County,Benton,2002,36355.00,13977.00,2.54
County,Big Stone,2002,5683.00,2340.00,2.35
County,Blue Earth,2002,57053.00,21737.00,2.43
County,Brown,2002,26740.00,10640.00,2.4
County,Carlton,2002,32547.00,12504.00,2.47
County,Carver,2002,75312.00,26739.00,2.77
County,Cass,2002,27825.00,11280.00,2.42
County,Chippewa,2002,12994.00,5378.00,2.36
County,Chisago,2002,44780.00,15758.00,2.77
County,Clay,2002,52024.00,19128.00,2.5
County,Clearwater,2002,8389.00,3353.00,2.44
County,Cook,2002,5223.00,2390.00,2.15
County,Cottonwood,2002,12026.00,4929.00,2.36
County,Crow Wing,2002,57132.00,23262.00,2.41
County,Dakota,2002,369593.00,137253.00,2.67
County,Dodge,2002,18575.00,6783.00,2.71
County,Douglas,2002,33795.00,13878.00,2.38
County,Faribault,2002,15975.00,6648.00,2.33
County,Fillmore,2002,21418.00,8436.00,2.47
County,Freeborn,2002,32206.00,13425.00,2.35
County,Goodhue,2002,45070.00,17481.00,2.51
County,Grant,2002,6266.00,2549.00,2.38
County,Hennepin,2002,1130880.00,464476.00,2.37
County,Houston,2002,19907.00,7775.00,2.51
County,Hubbard,2002,18480.00,7564.00,2.42
County,Isanti,2002,33757.00,12236.00,2.72
County,Itasca,2002,44191.00,18103.00,2.4
County,Jackson,2002,11245.00,4594.00,2.38
County,Kanabec,2002,15468.00,5978.00,2.56
County,Kandiyohi,2002,41307.00,16148.00,2.5
County,Kittson,2002,5111.00,2120.00,2.34
County,Koochiching,2002,13990.00,5998.00,2.28
County,Lac qui Parle,2002,7973.00,3312.00,2.34
County,Lake,2002,11088.00,4696.00,2.3
County,Lake of the Woods,2002,4404.00,1888.00,2.3
County,Le Sueur,2002,25987.00,9964.00,2.57
County,Lincoln,2002,6299.00,2629.00,2.31
County,Lyon,2002,25294.00,9790.00,2.46
County,McLeod,2002,35500.00,13789.00,2.53
County,Mahnomen,2002,5139.00,1976.00,2.56
County,Marshall,2002,9916.00,4072.00,2.4
County,Martin,2002,21394.00,9028.00,2.31
County,Meeker,2002,22875.00,8764.00,2.55
